Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","159.364","44,98%"
"GALICIA","MULLERES","194.912","55,02%"

"A.S. A CORUÑA E CEE","HOMES","34.869","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","43.020","55,23%"
"A.S. FERROL","HOMES","11.202","44,3%"
"A.S. FERROL","MULLERES","14.087","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.669","44,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.277","55,77%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.229","43,91%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.559","56,09%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.303","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.172","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.038","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.043","54,35%"
"A.S. VIGO","HOMES","36.940","45,85%"
"A.S. VIGO","MULLERES","43.627","54,15%"
"SEN A.S. ASIGNADA","HOMES","114","47,3%"
"SEN A.S. ASIGNADA","MULLERES","127","52,7%"
