Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","147.390","45,5%"
"GALICIA","MULLERES","176.579","54,5%"

"A.S. A CORUÑA E CEE","HOMES","32.014","45,48%"
"A.S. A CORUÑA E CEE","MULLERES","38.375","54,52%"
"A.S. FERROL","HOMES","10.063","45,01%"
"A.S. FERROL","MULLERES","12.296","54,99%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.153","44,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.166","55,52%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","17.736","44,52%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","22.100","55,48%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.107","45,68%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","20.345","54,32%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.564","46,15%"
"A.S. SANTIAGO E BARBANZA","MULLERES","22.832","53,85%"
"A.S. VIGO","HOMES","34.696","46,19%"
"A.S. VIGO","MULLERES","40.413","53,81%"
"SEN A.S. ASIGNADA","HOMES","57","52,29%"
"SEN A.S. ASIGNADA","MULLERES","52","47,71%"
