Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","137.951","46,18%"
"GALICIA","MULLERES","160.759","53,82%"

"A.S. A CORUÑA E CEE","HOMES","29.940","46,21%"
"A.S. A CORUÑA E CEE","MULLERES","34.850","53,79%"
"A.S. FERROL","HOMES","9.016","46,1%"
"A.S. FERROL","MULLERES","10.543","53,9%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.983","45,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.911","54,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.442","45,27%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.879","54,73%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.176","46,29%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.768","53,71%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.366","46,5%"
"A.S. SANTIAGO E BARBANZA","MULLERES","21.130","53,5%"
"A.S. VIGO","HOMES","32.997","46,7%"
"A.S. VIGO","MULLERES","37.654","53,3%"
"SEN A.S. ASIGNADA","HOMES","31","56,36%"
"SEN A.S. ASIGNADA","MULLERES","24","43,64%"
