Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","20.500","45,69%"
"GALICIA","MULLERES","24.364","54,31%"

"A.S. A CORUÑA E CEE","HOMES","4.735","46,23%"
"A.S. A CORUÑA E CEE","MULLERES","5.507","53,77%"
"A.S. FERROL","HOMES","1.232","44,17%"
"A.S. FERROL","MULLERES","1.557","55,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.510","45,76%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","2.975","54,24%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.087","44,4%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.865","55,6%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.112","46,47%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.433","53,53%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.023","46,38%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.495","53,62%"
"A.S. VIGO","HOMES","3.801","45,61%"
"A.S. VIGO","MULLERES","4.532","54,39%"
