Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.694","45,01%"
"GALICIA","MULLERES","201.218","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.302","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.843","55,26%"
"A.S. FERROL","HOMES","11.785","44,39%"
"A.S. FERROL","MULLERES","14.766","55,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.333","44,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.985","55,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.853","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.261","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.832","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.807","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.675","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.810","54,35%"
"A.S. VIGO","HOMES","37.793","45,86%"
"A.S. VIGO","MULLERES","44.612","54,14%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
