Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.131","45,2%"
"GALICIA","MULLERES","208.654","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.178","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.964","55,16%"
"A.S. FERROL","HOMES","12.442","44,63%"
"A.S. FERROL","MULLERES","15.434","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.485","44,81%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.002","55,19%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.750","44,38%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.001","55,62%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.396","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.308","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.759","45,87%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.858","54,13%"
"A.S. VIGO","HOMES","39.010","45,91%"
"A.S. VIGO","MULLERES","45.959","54,09%"
"SEN A.S. ASIGNADA","HOMES","111","46,44%"
"SEN A.S. ASIGNADA","MULLERES","128","53,56%"
