Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","81.042","47,54%"
"GALICIA","MULLERES","89.434","52,46%"

"A.S. A CORUÑA E CEE","HOMES","18.578","47,51%"
"A.S. A CORUÑA E CEE","MULLERES","20.525","52,49%"
"A.S. FERROL","HOMES","5.246","46,91%"
"A.S. FERROL","MULLERES","5.937","53,09%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.879","47,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.798","52,46%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","9.807","47,35%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","10.906","52,65%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","9.317","47,6%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","10.258","52,4%"
"A.S. SANTIAGO E BARBANZA","HOMES","11.028","47,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.975","52,06%"
"A.S. VIGO","HOMES","18.187","47,58%"
"A.S. VIGO","MULLERES","20.035","52,42%"
