Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","12.549","45,72%"
"GALICIA","MULLERES","14.897","54,28%"

"A.S. A CORUÑA E CEE","HOMES","3.215","46,15%"
"A.S. A CORUÑA E CEE","MULLERES","3.752","53,85%"
"A.S. FERROL","HOMES","537","44,42%"
"A.S. FERROL","MULLERES","672","55,58%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","1.516","44,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","1.908","55,72%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.336","44,43%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","2.922","55,57%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.180","47,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","1.308","52,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","1.982","46,77%"
"A.S. SANTIAGO E BARBANZA","MULLERES","2.256","53,23%"
"A.S. VIGO","HOMES","1.783","46,17%"
"A.S. VIGO","MULLERES","2.079","53,83%"
