Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","154.706","45,14%"
"GALICIA","MULLERES","187.985","54,86%"

"A.S. A CORUÑA E CEE","HOMES","33.753","44,99%"
"A.S. A CORUÑA E CEE","MULLERES","41.270","55,01%"
"A.S. FERROL","HOMES","10.715","44,6%"
"A.S. FERROL","MULLERES","13.308","55,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.008","44,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.437","55,76%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.618","44,13%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.570","55,87%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.846","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.503","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.494","45,83%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.228","54,17%"
"A.S. VIGO","HOMES","36.192","45,94%"
"A.S. VIGO","MULLERES","42.588","54,06%"
"SEN A.S. ASIGNADA","HOMES","80","49,69%"
"SEN A.S. ASIGNADA","MULLERES","81","50,31%"
