Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","148.637","45,44%"
"GALICIA","MULLERES","178.501","54,56%"

"A.S. A CORUÑA E CEE","HOMES","32.285","45,39%"
"A.S. A CORUÑA E CEE","MULLERES","38.846","54,61%"
"A.S. FERROL","HOMES","10.191","44,92%"
"A.S. FERROL","MULLERES","12.497","55,08%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.324","44,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.418","55,57%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","17.924","44,49%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","22.362","55,51%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.231","45,65%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","20.517","54,35%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.694","46,09%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.034","53,91%"
"A.S. VIGO","HOMES","34.927","46,14%"
"A.S. VIGO","MULLERES","40.770","53,86%"
"SEN A.S. ASIGNADA","HOMES","61","51,69%"
"SEN A.S. ASIGNADA","MULLERES","57","48,31%"
