Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","56.850","46,92%"
"GALICIA","MULLERES","64.313","53,08%"

"A.S. A CORUÑA E CEE","HOMES","13.317","47,03%"
"A.S. A CORUÑA E CEE","MULLERES","14.998","52,97%"
"A.S. FERROL","HOMES","3.847","45,87%"
"A.S. FERROL","MULLERES","4.540","54,13%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.982","46,97%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.753","53,03%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.919","46,54%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.947","53,46%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.541","47,15%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.331","52,85%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.366","47,49%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.250","52,51%"
"A.S. VIGO","HOMES","11.878","46,82%"
"A.S. VIGO","MULLERES","13.494","53,18%"
