Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","132.817","46,43%"
"GALICIA","MULLERES","153.271","53,57%"

"A.S. A CORUÑA E CEE","HOMES","28.903","46,52%"
"A.S. A CORUÑA E CEE","MULLERES","33.222","53,48%"
"A.S. FERROL","HOMES","8.605","46,31%"
"A.S. FERROL","MULLERES","9.977","53,69%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.281","45,85%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","16.868","54,15%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","15.648","45,67%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","18.615","54,33%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.641","46,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","17.984","53,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","17.655","46,58%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.249","53,42%"
"A.S. VIGO","HOMES","32.066","46,88%"
"A.S. VIGO","MULLERES","36.338","53,12%"
"SEN A.S. ASIGNADA","HOMES","18","50%"
"SEN A.S. ASIGNADA","MULLERES","18","50%"
