Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.169","44,97%"
"GALICIA","MULLERES","197.229","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.378","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.722","55,27%"
"A.S. FERROL","HOMES","11.394","44,29%"
"A.S. FERROL","MULLERES","14.331","55,71%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.883","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.512","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.490","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.851","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.493","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.432","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.225","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.309","54,39%"
"A.S. VIGO","HOMES","37.183","45,83%"
"A.S. VIGO","MULLERES","43.941","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","48,43%"
"SEN A.S. ASIGNADA","MULLERES","131","51,57%"
