Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","45.756","46,26%"
"GALICIA","MULLERES","53.162","53,74%"

"A.S. A CORUÑA E CEE","HOMES","10.660","46,49%"
"A.S. A CORUÑA E CEE","MULLERES","12.270","53,51%"
"A.S. FERROL","HOMES","3.328","45,54%"
"A.S. FERROL","MULLERES","3.980","54,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.952","46,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.747","53,72%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.820","45,7%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.914","54,3%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.026","46,27%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.836","53,73%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.001","46,98%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.900","53,02%"
"A.S. VIGO","HOMES","8.969","46,03%"
"A.S. VIGO","MULLERES","10.515","53,97%"
