Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","169.864","45,14%"
"GALICIA","MULLERES","206.441","54,86%"

"A.S. A CORUÑA E CEE","HOMES","37.557","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.288","55,21%"
"A.S. FERROL","HOMES","12.272","44,57%"
"A.S. FERROL","MULLERES","15.263","55,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.111","44,66%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.682","55,34%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.457","44,23%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.794","55,77%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.266","45,38%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.186","54,62%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.402","45,78%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.529","54,22%"
"A.S. VIGO","HOMES","38.684","45,91%"
"A.S. VIGO","MULLERES","45.568","54,09%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
