Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","35.748","46,13%"
"GALICIA","MULLERES","41.753","53,87%"

"A.S. A CORUÑA E CEE","HOMES","8.060","46,38%"
"A.S. A CORUÑA E CEE","MULLERES","9.317","53,62%"
"A.S. FERROL","HOMES","2.459","45,55%"
"A.S. FERROL","MULLERES","2.940","54,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.914","46,13%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","4.571","53,87%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","4.800","45,52%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","5.744","54,48%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","3.758","46,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","4.376","53,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","5.631","46,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","6.372","53,09%"
"A.S. VIGO","HOMES","7.126","45,8%"
"A.S. VIGO","MULLERES","8.433","54,2%"
