Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.806","45,01%"
"GALICIA","MULLERES","201.334","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.328","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.875","55,26%"
"A.S. FERROL","HOMES","11.798","44,41%"
"A.S. FERROL","MULLERES","14.771","55,59%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.351","44,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.015","55,64%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.860","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.262","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.841","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.812","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.693","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.829","54,35%"
"A.S. VIGO","HOMES","37.814","45,86%"
"A.S. VIGO","MULLERES","44.636","54,14%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
