Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.525","45%"
"GALICIA","MULLERES","201.059","55%"

"A.S. A CORUÑA E CEE","HOMES","36.266","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.803","55,27%"
"A.S. FERROL","HOMES","11.774","44,38%"
"A.S. FERROL","MULLERES","14.755","55,62%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.306","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.970","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.835","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.230","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.817","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.789","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.646","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.786","54,36%"
"A.S. VIGO","HOMES","37.760","45,85%"
"A.S. VIGO","MULLERES","44.592","54,15%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
