Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","73.777","47,46%"
"GALICIA","MULLERES","81.658","52,54%"

"A.S. A CORUÑA E CEE","HOMES","17.329","47,52%"
"A.S. A CORUÑA E CEE","MULLERES","19.137","52,48%"
"A.S. FERROL","HOMES","4.914","46,76%"
"A.S. FERROL","MULLERES","5.594","53,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.037","47,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","8.880","52,49%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.277","47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.332","53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.593","47,58%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.467","52,42%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.340","47,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.238","52,08%"
"A.S. VIGO","HOMES","16.287","47,49%"
"A.S. VIGO","MULLERES","18.010","52,51%"
