Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.619","45,11%"
"GALICIA","MULLERES","205.178","54,89%"

"A.S. A CORUÑA E CEE","HOMES","37.292","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","45.963","55,21%"
"A.S. FERROL","HOMES","12.166","44,51%"
"A.S. FERROL","MULLERES","15.165","55,49%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.853","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.460","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.326","44,19%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.673","55,81%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.171","45,36%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.097","54,64%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.254","45,75%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.386","54,25%"
"A.S. VIGO","HOMES","38.442","45,9%"
"A.S. VIGO","MULLERES","45.303","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
