Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.235","45,18%"
"GALICIA","MULLERES","207.755","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.936","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.663","55,16%"
"A.S. FERROL","HOMES","12.397","44,63%"
"A.S. FERROL","MULLERES","15.383","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.306","44,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.847","55,26%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.627","44,29%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.942","55,71%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.363","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.269","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.593","45,81%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.729","54,19%"
"A.S. VIGO","HOMES","38.899","45,93%"
"A.S. VIGO","MULLERES","45.793","54,07%"
"SEN A.S. ASIGNADA","HOMES","114","46,91%"
"SEN A.S. ASIGNADA","MULLERES","129","53,09%"
